OIDN,UIDN,CODSEC,NISCODE,SEC,SECNAAM,LENGTE,OPPERVL
980,40384,13016A07-,13016,A07-,HULSHOUT - INDUSTRIEPARK,5155.32,1341256.71
981,40385,13016A099,13016,A099,HULSHOUT - NETE,15503.06,3004210.77
984,40388,13016C001,13016,C001,HOUTVENNE-KERN,6858.95,797098.03
985,40389,13016C012,13016,C012,BOTERHOEVE,3497.61,536549.83
987,40391,13016C0PA,13016,C0PA,BROEKSTREEK,15992.75,2912213.39
1641,40392,13017A03-,13017,A03-,HOUTEM - OOSTENEINDE,5692.93,804530.57
1650,40394,13017A190,13017,A190,TIKKEBROEKEN,19729.61,6988967.94
1653,40396,13017A39-,13017,A39-,GOOR-VERSPREIDE BEWONING,10849.68,3214689.16
1664,40397,13017B081,13017,B081,ZANDSCHEL - BROEK,20679.05,5267652.32
1665,40398,13017B091,13017,B091,NETEVALLEI - DIESTSE WEG,25832.55,9447574.26
1682,40402,13019A041,13019,A041,DE SCHRANS,1973.13,201182.19
1686,40404,13019A122,13019,A122,BROEKZIJDE,4747.94,1094766.09
1692,40405,13019B083,13019,B083,GEPT - NOORD,17199.76,4584242.65
1693,40406,13019B091,13019,B091,WECHELDERZANDE-VERSPREIDE BEW.,10351.19,3500165.47
1699,40407,13019C091,13019,C091,GIERLE-VERSPREIDE BEWONING,36232.25,12692045.07
1701,40409,13019C194,13019,C194,GIERLE BOS,4990.5,779669.56
1707,40410,13019D091,13019,D091,POEDERLEE-VERSPREIDE BEWONING,23916.04,9257000.87
1709,40411,13021A01-,13021,A01-,LIL,4391.21,354343.61
1714,40412,13021A08-,13021,A08-,HUTTEM - VERLOREN SCHAAP,18998.49,6255584.79
1715,40413,13021A091,13021,A091,MEERHOUT-VERSPREIDE BEWONING,9462.1,1849668.67
1718,40415,13021A190,13021,A190,GESTEL-VERSPREIDE BEWONING,20898.28,9504750.66
1722,40417,13021A2MA,13021,A2MA,ZITTAART BROEK,3569.21,597632.2
1731,40420,13023A162,13023,A162,ZWART WATER,6046.17,1905350.05
1734,40422,13023A262,13023,A262,BREBOS RECREATIE,2687.68,315436.1
1735,40423,13023A263,13023,A263,BREBOS RECREATIE,1284.4,61545.31
1784,40450,13029A01-,13029,A01-,HOOGBUUL,3812.14,761670.93
1785,40451,13029A020,13029,A020,HEZENWIJK,3339.99,552201.29
1788,40453,13029A091,13029,A091,OLENSE SLUIS,5439.75,1417977.1
1790,40454,13029A11-,13029,A11-,GERHAGEN - MEREN,5554.97,1371167.78
1795,40455,13029A1MA,13029,A1MA,HAANHEUVEL,9721.04,1979724.77
1797,40457,13029A20-,13029,A20-,SINT-JOZEF-OLEN-KERN,4531.96,542929.27
1800,40459,13029A270,13029,A270,SINT-JOZEF-FABRIEKEN,5844.19,1118331.98
1802,40461,13029A291,13029,A291,ST.-JOZEF-OLEN-VERSPR.BEWONING,9479.91,1596884.53
1805,40462,13031A022,13031,A022,MAST,4622.54,313058.94
1821,40472,13031A392,13031,A392,ARSELT,2786.92,284486.73
3087,41184,23045A2PP,23045,A2PP,LONDERZEEL - VERSPREIDE BEWONING,2345.6,2699.54
3090,41187,23045B08-,23045,B08-,SPOORWEG GENT-MECHELEN-NOORD VERSPREIDE BEWONING,3105.9,3315.83
3625,41484,24001B19-,24001,B19-,WOLFSDONK-VERSPREIDE BEWONING,4046.05,8897.87
3646,41492,24007A091,24007,A091,BEGIJNENDIJK-VERSPR. BEWONING,5540.03,6389.53
3721,41532,24014B091,24014,B091,DONK - WALKERGAT,1957.56,5300.74
3729,41538,24014B2AN,24014,B2AN,HEVER STATION,3602.72,11162.03
7812,43393,42004A12-,42004,A12-,NIEUWE BRIEL,738.22,608.29
3930,41640,24048A023,24048,A023,STUVENBERG - ZEEPT,3324.85,4105.77
3708,41524,2401410PQ,24014,10PQ,OUDE DIJLE,688.92,2193.38
3710,41525,24014A01-,24014,A01-,DE BERG,25.22,3.54
3713,41526,24014A090,24014,A090,PIKHAKENDONK,3776.95,6535.14
3716,41529,24014A190,24014,A190,RONSDONK,255.7,117.76
4654,41810,24109B09-,24109,B09-,BAAL-VERSPREIDE BEWONING,1150.99,965.49
1911,40508,13040A50-,13040,A50-,OOSTHAVEN,4836.84,990734.58
1924,40510,13044A000,13044,A000,VORSELAAR-CENTRUM,7944.47,1646835.58
1930,40512,13044A091,13044,A091,VORSELAAR-VERSPR. BEW.,45070.62,19142817.97
1932,40513,13044A19-,13044,A19-,SASSENHOUT-VERSPR.BEW.,13473.06,2909390.03
1934,40514,13046A01-,13046,A01-,BERKENMEI,5922.55,1193826.6
1943,40521,13046A122,13046,A122,ZWARTE GOOR,3599.52,319997.98
1944,40522,13046A183,13046,A183,BOSKANT,6526.51,1796629.86
1946,40524,13046A212,13046,A212,STOKTSE BAAN,4023.36,592778.05
1951,40525,13049A081,13049,A081,GOORKEN-BREDERIJT-SMALLERIJT,5442.75,1179946
1953,40527,13049A10-,13049,A10-,HEULTJE,8228.64,2283628.93
1954,40528,13049A11-,13049,A11-,HOOG HEULTJE,8262.3,2106883.48
1955,40529,13049A19-,13049,A19-,STIPPELBERG - GOORHEIDE - KEMPISCHE ARDENNEN,20771.86,7289867.24
1958,40530,13049A29-,13049,A29-,BALENBOSSEN,9365.7,2783318.97
1965,40532,13049B100,13049,B100,OLENSEWEG,5490.86,819292.31
1971,40535,13049D00-,13049,D00-,OEVEL-DORP,5893.3,984112.72
4723,41851,24134E092,24134,E092,AVERBODEBOS,4205.09,3604.6
7814,43395,42004A19-,42004,A19-,OUDE BRIEL,1677.92,1255.03
15651,46979,72020A492,72020,A492,BLAUWE KEI - RUSSENDORP,1933.07,1491.23
9453,44012,46003F079,46003,F079,INDUSTRIEGEBIED KALLO,51.06,6.55
9461,44014,46003G073,46003,G073,MELSELEPOLDER,1446.85,830.44
9462,44015,46003G081,46003,G081,TREPELANDSTRAAT,512.58,135.71
9486,44026,46013B081,46013,B081,BAZELSE POLDER,1239.74,2419.45
9723,44122,46025C193,46025,C193,TIELRODE BROEK,1338.31,8114.08
7896,43426,42008A08-,42008,A08-,BUNT,235.32,501.45
7897,43427,42008A091,42008,A091,ZUIBROEK,33.08,8.98
7914,43434,42008B062,42008,B062,'T AKKERSHOOFD,1863.7,12425.03
7918,43437,42008B19-,42008,B19-,KASTEL-VERSPREIDE BEWONING,2448.2,11708.22
9449,44010,46003E182,46003,E182,SCHELDE,5350.56,8189.85
9480,44025,46013A0PV,46013,A0PV,STERHOEK-MOLENBERG,179.2,198.06
9491,44029,46013C091,46013,C091,RUPELMONDE POLDER,1064.47,3632.2
9693,44109,46025A001,46025,A001,TEMSE MARKT,631.01,1000.96
15438,46878,71057A39-,71057,A39-,GERHEES-SCHRIKHOEK-SCHOTERHEI,7574.74,18541.42
15440,46880,71057A491,71057,A491,GERHAGEN,3827.74,8274.82
15505,46907,71069B191,71069,B191,GENENDIJK -VERSPREIDE BEWONING,2196.81,2754.01
15638,46970,72020A270,72020,A270,PIDPA,3052.58,6391.34
15640,46972,72020A30-,72020,A30-,KERKHOVEN-CENTRUM,1358.44,1203.65
15644,46975,72020A391,72020,A391,KERKHOVEN-VERSPREIDE BEWONING,849.57,419.33
15647,46976,72020A422,72020,A422,STEVENSVENNEN,377.61,385.26
15648,46977,72020A433,72020,A433,BLAUWE KEI,1000.64,864.1
15650,46978,72020A481,72020,A481,STEVENSVENNEN-VERSPR. BEWONING,6882.34,8451.27
15822,47051,72038B39-,72038,B39-,KERKHOVEN,1601.64,2640.3
15426,46871,71057A080,71057,A080,BAAL,6149.13,16075.6
15290,46821,71034B191,71034,B191,ASDONK - VERSPREIDE BEWONING,633.18,1036.43
15493,46903,71069A091,71069,A091,LANGVEN - SLAGVELD,2483.03,2756.92
15496,46904,71069A163,71069,A163,ASDONK,3786.93,4575.67
15497,46905,71069A194,71069,A194,GERHEES,2865.02,6177.4
998,48590,11001A0MA,11001,A0MA,ZINKVAL,2888.9,204657.1
1373,48592,11008A3PB,11008,A3PB,,12664.74,5083524.33
1787,48593,13029A073,13029,A073,,8081.87,1684178.42
